Sample name	ST (Pending novel allocation)	Source Niche	Source Type	Intestinal_or_Extraintestinal	Collection	State	Biosample (Pending allocations)	IncF RST
AUSMDU00008959	167	Human	Human	Intestinal	MDU	VIC	NA	F36:A4!/A4!:B-
AUSMDU00049068	167	Human	Human	Extraintestinal	MDU	VIC	NA	F90:A2:B33
AUSMDU00037793	167	Environmental	Environmental	Other	MDU	VIC	NA	F2:A4:B-
AUSMDU00032717	167	Human	Human	Unknown	MDU	VIC	NA	F36:A1:B20
AUSMDU00037491	1702	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B-
AUSMDU00004797	1702	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B-
AUSMDU00016184	1702	Human	Human	Intestinal	MDU	VIC	NA	F36:A4*:B-
AUSMDU00027204	167	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A1:B1
AUSMDU00026879	167	Human	Human	Intestinal	MDU	VIC	NA	F36!/F2!:A1:B1
SRR6455967	167	Human	Human	Intestinal	Enterobase	NSW	SAMN08328838	F36!/F31!:A4:B1
ERR5355582	167	Human	Human	Unknown	Enterobase	NA	SAMEA8100894	F36!/F31!/F2!:A4:B1
SRR7724703	694	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866942	F-:A-:B-
SRR11094215	44	Human	Human	Unknown	Enterobase	QLD	SAMN14118482	F36!/F31!:A4:B1
AUSMDU00007347	44	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00019325	44	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00063887	44	Human	Human	Intestinal	MDU	VIC	NA	Y4:A1:B36
AUSMDU00063030	44	Human	Human	Extraintestinal	MDU	VIC	NA	Y4:A1:B36
AUSMDU00065821	44	Human	Human	Extraintestinal	MDU	VIC	NA	Y4:A1:B36
AUSMDU00036966	44	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00065857	44	Human	Human	Extraintestinal	MDU	VIC	NA	Y4:A1:B36
AUSMDU00019317	617	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00015804	617	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
SRR11341636	617	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395297	F31:A4:B1
AusGEM_01689	^^81	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F36!/F31!:A4:B53
AUSMDU00012722	617	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A24:B1
AUSMDU00008013	617	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A24:B1
AUSMDU00013140	617	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A24:B1
AUSMDU00037412	617	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A24:B1
AUSMDU00015604	617	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00009525	617	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A1:B1
AUSMDU00070151	617	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B-
AusGEM_01690	617	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AusGEM_01688	617	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AUSMDU00011341	617	Human	Human	Intestinal	MDU	VIC	NA	F36!/F35!/F31!:A4:B1
AusGEM_01687	617	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
TEA_H1513189	617	Environmental	Water	Other	TEA	NSW	NA	F36:A6*:B1
AUSMDU00035530	617	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B-
AUSMDU00025499	1284	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00019713	1284	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00010803	1284	Human	Human	Intestinal	MDU	VIC	NA	F4!/F36!:A4:B1
AUSMDU00010648	773	Human	Human	Intestinal	MDU	VIC	NA	F95!/F29!:A-:B10
AUSMDU00010814	773	Human	Human	Intestinal	MDU	VIC	NA	F95!/F29!:A-:B10
ERR5355575	773	Human	Human	Unknown	Enterobase	NA	SAMEA8100886	F29:A-:B10
AUSMDU00008544	773	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B1
SRR6456018	773	Human	Human	Unknown	Enterobase	NSW	SAMN08328789	F36!/F31!:A4:B1
AusGEM_01919	773	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F35!:A4:B1
AUSMDU00008589	773	Human	Human	Intestinal	MDU	VIC	NA	F1:A2:B45
AUSMDU00008583	773	Human	Human	Intestinal	MDU	VIC	NA	F1:A2:B45
ERR5355779	773	Human	Human	Unknown	Enterobase	NA	SAMEA8101091	F2/C4:A-:B1
SRR7724789	773	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866973	F-:A-:B-
TEA_W2_9	6061	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1
AusGEM_01301	2253	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B23
SRR11341610	93	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395321	F29:A-:B1
AusGEM_00352	93	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F104/C4:A-:B1
AusGEM_00294	93	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B8
SRR14160898	93	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642945	C4:A-:B1
SRR14160902	93	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642941	C4:A-:B1
SRR14160903	93	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642940	C4:A-:B1
SRR14160891	93	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642951	C4:A-:B1
SRR14160857	^^42	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642982	F4/C4:A-:B1
AusGEM_01526	93	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A-:B1
AusGEM_01525	93	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F35!/F2!:A-:B1
AusGEM_01528	93	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A-:B1
AusGEM_00148	93	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F-:A1:B1
AusGEM_00150	93	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F-:A1:B1
AusGEM_00162	93	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F-:A1:B1
TEA_C2_16	3770	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
SRR4067478	3770	Human	Human	Intestinal	Enterobase	NSW	SAMN05567355	C4:A-:B1
TEA_W1_2	9723	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A3_22	93	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B56*
AusGEM_00018	93	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B40
TEA_E5499	3941	Environmental	Water	Other	TEA	QLD	NA	F112:A6:B42
AusGEM_00882	93	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F40:A-:B71
AUSMDU00015606	93	Human	Human	Intestinal	MDU	VIC	NA	C4:A8:B1
AusGEM_02013	93	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
SRR7724844	93	Wild Animal	Avian	Unknown	Enterobase	WA	SAMN09866769	F4:A-:B-
ERR5355643	93	Human	Human	Unknown	Enterobase	NA	SAMEA8100955	F107!/F104!:A-:B1
SRR7724739	93	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN09866890	F1:A2:B45
AUSMDU00034399	93	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B10
TEA_H053	3764	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
SRR4067499	93	Human	Human	Intestinal	Enterobase	NSW	SAMN05567323	F4:A-:B-
TEA_W2_16	93	Food	Poultry Meat	Other	TEA	ACT	NA	F2:A1:B-
TEA_C3_3	93	Food	Poultry Meat	Other	TEA	ACT	NA	F34/C4:A-:B1
TEA_C3_2	93	Food	Poultry Meat	Other	TEA	ACT	NA	F34/C4:A-:B1
TEA_A2_58	373	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
AusGEM_01296	373	Human	Human	Extraintestinal	AusGEM	NSW	NA	F64:A-:B27
TEA_W3_58	9434	Food	Poultry Meat	Other	TEA	ACT	NA	F43*:A-:B-
TEA_W3_57	9434	Food	Poultry Meat	Other	TEA	ACT	NA	F43*:A-:B-
TEA_C2_5	2705	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
AusGEM_01838	2705	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01825	1684	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B1857	7013	Livestock	Avian	Intestinal	TEA	NSW	NA	F40:A-:B-
TEA_B1757	7013	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F68*:A-:B56*
SRR7724614	4937	Wild Animal	Avian	Unknown	Enterobase	TAS	SAMN09866853	F45:A-:B56?*
AUSMDU00016537	4937	Human	Human	Unknown	MDU	VIC	NA	F45:A8:B56?*
TEA_A2_32	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A2_31	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_C4_48	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W4_59	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W3_61	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A2_33	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W1_67	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_C1_89	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_C1_1	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A4_28b	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_C2_58	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W1_69	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F43:A-:B-
TEA_A1_20	6047	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1
TEA_C4_52	6053	Food	Poultry Meat	Other	TEA	ACT	NA	F43:A-:B-
TEA_A2_59	6053	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W4_48	6053	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W4_68	6053	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W2_78	6053	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C2_53	6053	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C1_90	6053	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W1_66	6053	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
AusGEM_00272	665	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00057	665	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
TEA_W4_1	665	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A2_46	665	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_W2_4	665	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C1_38	665	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A3_70	665	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W4_8	665	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A1_33	665	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W3_2	665	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A4_27	665	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
AusGEM_00071	665	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B8
TEA_W4_40	665	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
TEA_W3_63	665	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
TEA_C3_39	665	Food	Poultry Meat	Other	TEA	ACT	NA	F76:A-:B-
TEA_A2_8	665	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B40
TEA_B1675	665	Livestock	Avian	Intestinal	TEA	ACT	NA	F24:A-:B40
TEA_C3_40	665	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
TEA_A3_31	665	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_C4_8	^^12	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_H025	1434	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_00797	1434	Human	Human	Extraintestinal	AusGEM	NSW	NA	F7:A-:B23
AUSMDU00040566	52	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B-
AusGEM_01864	8763	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A8*:B-
AusGEM_01865	8763	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A8*:B-
AusGEM_00167	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00337	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00260	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00200	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00189	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00211	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00145	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00234	1818	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F95!/F104!:A-:B-
AusGEM_00291	4710	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F29:A-:B-
SRR14160834	3630	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643003	F10:A-:B42
SRR14160814	3630	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643058	F89*:A-:B42
TEA_A1_1	399	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
SRR7724841	399	Wild Animal	Avian	Unknown	Enterobase	WA	SAMN09866772	F100:A-:B-
AUSMDU00040257	399	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A13*:B-
SRR8767496	399	Human	Human	Extraintestinal	Enterobase	QLD	SAMN11230994	F-:A-:B-
TEA_C2_14	399	Food	Poultry Meat	Other	TEA	ACT	NA	Y3:A-:B-
AusGEM_01356	399	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_C1_13	399	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_A2_49	399	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_CD_59_LN	2606	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
TEA_H529	635	Human	Human	Intestinal	TEA	ACT	NA	F100:A-:B-
TEA_H375	635	Human	Human	Intestinal	TEA	ACT	NA	F100:A-:B-
TEA_59_1_AC3	635	Human	Human	Intestinal	TEA	ACT	NA	F100:A-:B-
TEA_H472	2795	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_H315	2795	Human	Human	Extraintestinal	TEA	ACT	NA	F100/K21:A-:B-
TEA_C1_3	5295	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_H242	607	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
TEA_58_3_Ti7	607	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_E1215	3586	Environmental	Water	Other	TEA	ACT	NA	F-:A-:B-
TEA_B778	329	Wild Animal	Avian	Intestinal	TEA	NSW	NA	C1*:A-:B59*
TEA_M747	7016	Wild Animal	Mammal	Intestinal	TEA	TAS	NA	F-:A-:B-
TEA_E5203	5176	Environmental	Water	Other	TEA	NSW	NA	F40:A18*:B-
AusGEM_00916	1202	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46:A-:B24
AusGEM_01031	7939	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F56:A17:B20
AusGEM_00937	7939	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F4:A17:B-
AusGEM_01017	8168	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A8:B-
AUSMDU00043769	515	Human	Human	Intestinal	MDU	VIC	NA	F46:A-:B-
AusGEM_00980	^^68	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00960	^^68	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01860	6732	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00347	8084	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00348	8084	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01863	^^83	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00044080	457	Human	Human	Extraintestinal	MDU	VIC	NA	C4:A-:B1
AUSMDU00011864	457	Human	Human	Extraintestinal	MDU	VIC	NA	C4:A-:B1
AUSMDU00008000	457	Human	Human	Intestinal	MDU	VIC	NA	C4:A-:B1
AUSMDU00017115	457	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00019365	457	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B24
AUSMDU00039410	457	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AusGEM_02000	457	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
AUSMDU00010661	457	Human	Human	Intestinal	MDU	VIC	NA	F31!/F31!:A4:B20
SRR11947109	1340	Companion Animal	Equine	Unknown	Enterobase	QLD	SAMN15162852	C4:A-:B1
SRR11947107	1340	Companion Animal	Equine	Extraintestinal	Enterobase	QLD	SAMN15162854	C4:A-:B1
AusGEM_00654	1340	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AUSMDU00014007	457	Human	Human	Extraintestinal	MDU	VIC	NA	C4:A-:B1
AusGEM_01669	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01654	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01646	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B1700	457	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F-:A-:B-
SRR11094218	457	Human	Human	Unknown	Enterobase	QLD	SAMN14118477	F-:A-:B-
AusGEM_01659	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01650	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01668	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00720	457	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F95?:A-:B1
SRR5936508	457	Human	Human	Extraintestinal	Enterobase	QLD	SAMN07510243	F-:A-:B-
AusGEM_01671	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
SRR6456009	457	Human	Human	Unknown	Enterobase	NSW	SAMN08328871	F-:A-:B-
AusGEM_01656	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01660	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01653	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01651	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01662	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01645	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01664	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01663	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01644	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01665	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01657	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01647	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01666	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01661	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F29:A-:B-
AusGEM_01637	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01636	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01673	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01670	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
SRR11094172	457	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118521	F-:A-:B-
AusGEM_01649	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01642	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01641	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01638	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01633	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01655	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01639	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01652	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01672	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01658	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00070157	457	Human	Human	Extraintestinal	MDU	VIC	NA	F40:A-:B-
AUSMDU00006614	457	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B-
SRR11094236	457	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118539	F24!/F2!:A6?:B1
AusGEM_01631	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_01632	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	C4:A-:B1
AUSMDU00034761	457	Human	Human	Extraintestinal	MDU	VIC	NA	F35!/F2!:A-:B10
AUSMDU00026934	457	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
ERR5355707	457	Human	Human	Unknown	Enterobase	NA	SAMEA8101019	F-:A-:B-
AusGEM_01634	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
SRR6456049	457	Human	Human	Extraintestinal	Enterobase	NSW	SAMN08328819	F-:A-:B-
SRR6456014	457	Human	Human	Extraintestinal	Enterobase	NSW	SAMN08328793	F82:A-:B-
TEA_26_AU_GLYBX	5801	Human	Human	Intestinal	TEA	ACT	NA	F12*:A-:B79*
AusGEM_01259	457	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
SRR6456025	457	Human	Human	Extraintestinal	Enterobase	NSW	SAMN08328801	F89:A-:B62
SRR6456003	457	Human	Human	Unknown	Enterobase	NSW	SAMN08328873	F-:A-:B-
TEA_B093	457	Wild Animal	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
AusGEM_01643	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01640	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01667	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01635	457	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B1
TEA_B1827	1674	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
SRR11094183	1674	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118511	F-:A-:B-
TEA_71_1_AC1	6334	Human	Human	Intestinal	TEA	ACT	NA	F2:A-:B-
SRR11094167	1722	Human	Human	Unknown	Enterobase	QLD	SAMN14118526	F2:A-:B10
ERR5355913	1722	Human	Human	Unknown	Enterobase	NA	SAMEA8101225	F29:A-:B10
AUSMDU00044651	1722	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F35!/F31!:A4:B37
AusGEM_00236	1722	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AUSMDU00008498	1722	Human	Human	Intestinal	MDU	VIC	NA	F1:A2:B33
AUSMDU00008258	1722	Human	Human	Intestinal	MDU	VIC	NA	F1:A2:B33
AUSMDU00035849	1722	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A2:B33
TEA_WA2	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA1	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA27	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA14	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA26	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA5	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA17	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_WA25	354	Food	Poultry Meat	Other	TEA	WA	NA	F-:A1:B1
TEA_GNB_2829	354	Human	Human	Extraintestinal	TEA	NT	NA	C4:A-:B1
AUSMDU00028609	354	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_00007	354	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F-:A1:B1
TEA_W2_68	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
TEA_A3_58	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
TEA_2H_40_2	354	Human	Human	Intestinal	TEA	ACT	NA	F43*:A1:B1
TEA_12_GNB_213	354	Human	Human	Extraintestinal	TEA	VIC	NA	F-:A1:B1
TEA_A1_28	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
AusGEM_00486	354	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A1:B1
TEA_A2_14	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
TEA_A2_10	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
TEA_C3_71	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
TEA_C2_108	354	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A1:B1
