Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Path/Nonpath	Serological Group	Serotype	EcoR Cluster	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_MA8206AA	INT007698	ERR3328976;ILLUMINA;Paired;350;ERX3353691;SRA	Food	Dairy	goat	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611195	ERS3415384	2019-05-30	2019-05-20	ESC_MA8206AA	-	H7	1727	ST446 Cplx	AxB1	ND	Assembled	141	236354	4927185	Escherichia coli / Shigella;86.24%	120	83990	4	ESC_ZA5231AA_AS	107877	96921	96921	96879	96879	96879	96879	96879	27811	1942	1942	124	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	15100	Escherichia coli
ESC_MA8207AA	INT007688	ERR3328975;ILLUMINA;Paired;350;ERX3353690;SRA	Livestock	Ovine/Goat (Caprinae)	sheep	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611194	ERS3415383	2019-05-30	2019-05-20	ESC_MA8207AA	O8	H20	398	ST398 Cplx	ND	ND	Assembled	47	167082	4746099	Escherichia coli / Shigella;96.92%	100	18855	4	ESC_ZA5230AA_AS	107835	98585	98585	98585	98585	98585	98585	98585	98585	98585	4970	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	14719	Escherichia coli
ESC_MA8208AA	INT007684	ERR3328974;ILLUMINA;Paired;350;ERX3353689;SRA	Poultry	Avian	ducks	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611193	ERS3415382	2019-05-30	2019-05-20	ESC_MA8208AA	O8	H21	48	ST10 Cplx	A	ND	Assembled	134	147687	4830594	Escherichia coli / Shigella;89.23%	142	40513	4	ESC_ZA5229AA_AS	107843	96880	96880	96880	96880	96880	96880	96880	31939	31939	23358	13	5	2	1	A	A	fimH937	-	-	-	-	-	-	-	-	144126	Escherichia coli
ESC_MA8209AA	INT007678	ERR3328973;ILLUMINA;Paired;350;ERX3353688;SRA	Food	Dairy	goat	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611192	ERS3415381	2019-05-30	2019-05-20	ESC_MA8209AA	O146	H21	6175	ND	B1	ND	Assembled	76	136067	5355230	Escherichia coli / Shigella;98.44%	173	62503	4	ESC_ZA5228AA_AS	107845	96878	96878	96878	96878	96878	96878	96878	89990	89990	877	877	5	2	1	B1	B1	*	E. coli - STEC	+	+	-	-	-	-	-	137986	Escherichia/Shigella sp.
ESC_MA8210AA	INT007674	ERR3328972;ILLUMINA;Paired;350;ERX3353687;SRA	Poultry	Avian	chickens	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611191	ERS3415380	2019-05-30	2019-05-20	ESC_MA8210AA	O174	H2	4015	ND	A	ND	Assembled	78	75922	4595412	Escherichia coli / Shigella;94.37%	167	29941	4	ESC_ZA5227AA_AS	107842	96886	96886	96886	96886	96886	96886	96886	96886	96886	31660	31660	7709	2	1	A	A	fimH946	-	-	-	-	-	-	-	-	58896	Escherichia/Shigella sp.
ESC_MA8211AA	INT007668	ERR3328971;ILLUMINA;Paired;350;ERX3353686;SRA	Food	Dairy	goat	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611190	ERS3415379	2019-05-30	2019-05-20	ESC_MA8211AA	O179	H8	297	ND	AxB1	ND	Assembled	91	236258	4842280	Escherichia coli / Shigella;100.0%	81	19993	4	ESC_ZA5226AA_AS	107839	96882	96882	96882	96882	96882	96882	96882	74665	1081	1081	1081	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	15082	Escherichia coli
ESC_MA8212AA	INT007659	ERR3328970;ILLUMINA;Paired;350;ERX3353685;SRA	Human	Human	human	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611189	ERS3415378	2019-05-30	2019-05-20	ESC_MA8212AA	O8	H25	58	ST155 Cplx	AxB1	ND	Assembled	76	134788	5038014	Escherichia coli / Shigella;98.8%	118	20460	4	ESC_ZA5225AA_AS	107838	98588	98588	98588	98588	98588	98588	98588	1186	1186	106	106	5	2	1	B1	B1	fimH27	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8213AA	INT007652	ERR3328969;ILLUMINA;Paired;350;ERX3353684;SRA	Human	Human	human	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611188	ERS3415377	2019-05-30	2019-05-20	ESC_MA8213AA	-	H21	155	ST155 Cplx	B1	ND	Assembled	135	346560	4830167	Escherichia coli / Shigella;96.37%	83	12371	4	ESC_ZA5224AA_AS	107840	96881	96881	96881	96881	96881	96881	96881	96881	6325	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	1608	Escherichia coli
ESC_MA8214AA	INT007648	ERR3328968;ILLUMINA;Paired;350;ERX3353683;SRA	Human	Human	human	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611187	ERS3415376	2019-05-30	2019-05-20	ESC_MA8214AA	O8	H3	1237	ND	A	ND	Assembled	72	85064	4839827	Escherichia coli / Shigella;89.87%	173	224685	4	ESC_ZA5223AA_AS	107847	96885	96885	96885	96686	96686	96686	96686	96686	87691	87691	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	112952	Escherichia/Shigella sp.
ESC_MA8215AA	INT007640	ERR3328967;ILLUMINA;Paired;350;ERX3353682;SRA	Livestock	Bovine	cow milk	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611186	ERS3415375	2019-05-30	2019-05-20	ESC_MA8215AA	O5	H11	155	ST155 Cplx	B1	ND	Assembled	96	337918	4673348	Escherichia coli / Shigella;95.13%	62	19028	4	ESC_ZA5222AA_AS	107850	96883	96883	96883	96883	96883	96883	96199	96199	1067	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	1607	Escherichia coli
ESC_MA8216AA	INT007630	ERR3328966;ILLUMINA;Paired;350;ERX3353681;SRA	Human	Human	human	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611185	ERS3415374	2019-05-30	2019-05-20	ESC_MA8216AA	O125	H49	5575	ND	ND	ND	Assembled	59	223945	4637595	Escherichia coli / Shigella;95.55%	55	11776	4	ESC_ZA5221AA_AS	107853	96887	96887	96887	96887	96887	96887	96887	4853	4853	4853	4853	1765	1750	1	B2	B2	*	E. coli - EPEC	-	-	-	-	-	-	+	14858	Escherichia coli
ESC_MA8217AA	INT007604	ERR3328965;ILLUMINA;Paired;350;ERX3353680;SRA	ND	Avian	avian	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611184	ERS3415373	2019-05-30	2019-05-20	ESC_MA8217AA	-	H32	10	ST10 Cplx	A	ND	Assembled	118	123181	4660810	Escherichia coli / Shigella;95.73%	140	26885	4	ESC_ZA5220AA_AS	107856	96890	96890	96890	96890	96890	96890	96890	96759	45258	31659	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	144127	Escherichia coli
ESC_MA8218AA	INT007598	ERR3328964;ILLUMINA;Paired;350;ERX3353679;SRA	Poultry	Avian	ducks	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611183	ERS3415372	2019-05-30	2019-05-20	ESC_MA8218AA	O23	H16	453	ST86 Cplx	ND	ND	Assembled	145	120886	4960753	Escherichia coli / Shigella;87.63%	109	15553	4	ESC_ZA5219AA_AS	109674	96884	96884	96884	96884	96884	96884	96884	5954	5075	82	82	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	144220	Escherichia coli
ESC_MA8219AA	INT007592	ERR3328963;ILLUMINA;Paired;350;ERX3353678;SRA	Food	Dairy	goat	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611182	ERS3415371	2019-05-30	2019-05-20	ESC_MA8219AA	O3	H21	297	ND	AxB1	ND	Assembled	114	174386	5126540	Escherichia coli / Shigella;99.35%	207	53604	4	ESC_ZA5218AA_AS	107852	98589	98589	98589	96858	96858	96787	67258	2004	2004	1081	1081	5	2	1	B1	B1	fimH38	E. coli - STEC	+	+	-	-	-	-	-	15082	Escherichia coli
ESC_MA8220AA	INT007587	ERR3328962;ILLUMINA;Paired;350;ERX3353677;SRA	Livestock	Swine	pig	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611181	ERS3415370	2019-05-30	2019-05-20	ESC_MA8220AA	O156	H30	2139	ST10 Cplx	ND	ND	Assembled	159	122369	5126761	Escherichia coli / Shigella;79.61%	162	31824	4	ESC_ZA5217AA_AS	107857	96894	96894	96894	96894	96894	96894	96894	96894	96894	96894	84782	5	2	1	A	A	fimH1110	-	-	-	-	-	-	-	-	134852	Escherichia coli
ESC_MA8221AA	INT007583	ERR3328961;ILLUMINA;Paired;350;ERX3353676;SRA	ND	Avian	avian	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611180	ERS3415369	2019-05-30	2019-05-20	ESC_MA8221AA	O117	H10	7428	ND	AxB1	ND	Assembled	91	161221	4727993	Escherichia coli / Shigella;96.97%	93	11367	4	ESC_ZA5216AA_AS	107848	96889	96889	96889	96889	96889	96889	96889	96889	46992	46992	46992	5	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	30152	Escherichia/Shigella sp.
ESC_MA8222AA	INT007575	ERR3328960;ILLUMINA;Paired;350;ERX3353675;SRA	ND	Avian	avian	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611179	ERS3415368	2019-05-30	2019-05-20	ESC_MA8222AA	-	uncertain	8938	ND	D	ND	Assembled	113	210426	4880623	Escherichia coli / Shigella;98.21%	78	9306	4	ESC_ZA5215AA_AS	107851	96888	96888	96888	96888	96888	96888	96888	96888	96888	7686	7686	2729	2	1	D	D	fimH49	-	-	-	-	-	-	-	-	30046	Escherichia/Shigella sp.
ESC_MA8223AA	INT007567	ERR3328959;ILLUMINA;Paired;350;ERX3353674;SRA	Livestock	Swine	pig	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611178	ERS3415367	2019-05-30	2019-05-20	ESC_MA8223AA	O113	H4	1141	ST10 Cplx	A	ND	Assembled	138	205989	4692174	Escherichia coli / Shigella;81.33%	119	19732	4	ESC_ZA5214AA_AS	107859	96891	96891	96891	96891	96891	96891	96891	96891	96891	37	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	144221	Escherichia coli
ESC_MA8224AA	INT007563	ERR3328958;ILLUMINA;Paired;350;ERX3353673;SRA	Food	Dairy	goat	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611177	ERS3415366	2019-05-30	2019-05-20	ESC_MA8224AA	O128	H36	480	ST467 Cplx	ND	ND	Assembled	150	137560	4979593	Escherichia coli / Shigella;78.09%	179	29664	4	ESC_ZA5213AA_AS	107854	96892	96892	96892	96892	96892	96892	96892	96892	96892	15120	13	5	2	1	A	A	fimH39	-	-	-	-	-	-	-	-	117702	Escherichia/Shigella sp.
ESC_MA8225AA	INT007556	ERR3328957;ILLUMINA;Paired;350;ERX3353672;SRA	Livestock	Swine	pig	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611176	ERS3415365	2019-05-30	2019-05-20	ESC_MA8225AA	O7	H4	93	ST168 Cplx	A	ND	Assembled	97	153059	4821113	Escherichia coli / Shigella;98.46%	92	14420	4	ESC_ZA5212AA_AS	107858	96893	96893	96893	96893	96893	96893	96893	96893	13609	13609	13	5	2	1	A	A	fimH31	-	-	-	-	-	-	-	-	144222	Escherichia coli
ESC_MA8226AA	INT007553	ERR3328956;ILLUMINA;Paired;350;ERX3353671;SRA	Poultry	Avian	chickens	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611175	ERS3415364	2019-05-30	2019-05-20	ESC_MA8226AA	O15	H11	9526	ST10 Cplx	A	ND	Assembled	80	126895	4924368	Escherichia coli / Shigella;92.76%	135	77899	4	ESC_ZA5211AA_AS	107860	96895	96895	96895	96895	96895	96895	96895	96895	96895	96895	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	1986	Escherichia coli
ESC_MA8227AA	INT007544	ERR3328955;ILLUMINA;Paired;350;ERX3353670;SRA	Livestock	Swine	pig	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611174	ERS3415363	2019-05-30	2019-05-20	ESC_MA8227AA	O184	H11	48	ST10 Cplx	A	ND	Assembled	100	126720	4768330	Escherichia coli / Shigella;96.26%	147	26859	4.1	ESC_MB7316AA_AS	161989	143489	143489	143489	143489	143489	96375	96375	96375	96375	60337	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	113135	Escherichia/Shigella sp.
ESC_MA8228AA	INT007541	ERR3328954;ILLUMINA;Paired;350;ERX3353669;SRA	Food	Dairy	goat	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611173	ERS3415362	2019-05-30	2019-05-20	ESC_MA8228AA	O3	H21	297	ND	AxB1	ND	Assembled	91	174386	5125881	Escherichia coli / Shigella;99.34%	198	46910	4	ESC_ZA5209AA_AS	107819	96858	96858	96858	96858	96858	96787	67258	2004	2004	1081	1081	5	2	1	B1	B1	fimH38	E. coli - STEC	+	+	-	-	-	-	-	15082	Escherichia coli
ESC_MA8229AA	INT007533	ERR3328953;ILLUMINA;Paired;350;ERX3353668;SRA	Human	Human	human	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611172	ERS3415361	2019-05-30	2019-05-20	ESC_MA8229AA	O132	H31	58	ST155 Cplx	AxB1	ND	Assembled	99	176150	5022408	Escherichia coli / Shigella;97.85%	129	79520	4	ESC_ZA5208AA_AS	107855	96845	96845	96845	96845	96845	96845	96845	96845	1060	106	106	5	2	1	B1	B1	fimH24	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8230AA	INT007529	ERR3328952;ILLUMINA;Paired;350;ERX3353667;SRA	Environment	Water/River	puddle	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611171	ERS3415360	2019-05-30	2019-05-20	ESC_MA8230AA	-	H30	10	ST10 Cplx	A	ND	Assembled	154	168316	4764957	Escherichia coli / Shigella;90.69%	92	14621	4	ESC_ZA5207AA_AS	107823	96861	96861	96861	96861	96861	96861	96861	2256	2256	13	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	117650	Escherichia/Shigella sp.
ESC_MA8231AA	INT007522	ERR3328951;ILLUMINA;Paired;350;ERX3353666;SRA	Environment	Environment	household environment	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611170	ERS3415359	2019-05-30	2019-05-20	ESC_MA8231AA	O100	H30	5334	ST10 Cplx	A	ND	Assembled	32	151003	4640341	Escherichia coli / Shigella;92.31%	83	45543	4	ESC_ZA5206AA_AS	107820	96859	96859	96859	96859	96859	96859	96859	96279	96279	96279	13	5	2	1	A	A	fimH24	-	-	-	-	-	-	-	-	144223	Escherichia coli
ESC_MA8232AA	INT007511	ERR3328950;ILLUMINA;Paired;350;ERX3353665;SRA	Environment	Environment	pens	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611169	ERS3415358	2019-05-30	2019-05-20	ESC_MA8232AA	O25	H16	7464	ST10 Cplx	ND	ND	Assembled	109	104168	4818356	Escherichia coli / Shigella;91.1%	188	37101	4	ESC_ZA5205AA_AS	107824	96860	96860	96860	96860	96860	96860	96860	47578	47578	47578	13	5	2	1	A	A	fimH27	-	-	-	-	-	-	-	-	40756	Escherichia/Shigella sp.
ESC_MA8233AA	INT007501	ERR3328949;ILLUMINA;Paired;350;ERX3353664;SRA	Environment	Environment	pens	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611167	ERS3415357	2019-05-30	2019-05-20	ESC_MA8233AA	B12	H5	206	ST206 Cplx	AxB1	ND	Assembled	136	137258	4801101	Escherichia coli / Shigella;95.16%	97	18223	4	ESC_ZA5204AA_AS	107821	96862	96862	96862	96862	96862	96862	96862	96862	96862	1168	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	14835	Escherichia coli
ESC_MA8234AA	INT007492	ERR3328948;ILLUMINA;Paired;350;ERX3353663;SRA	Environment	Environment	pens	2016	5	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611166	ERS3415356	2019-05-30	2019-05-20	ESC_MA8234AA	O18	H7	1463	ND	ND	ND	Assembled	114	245750	4642742	Escherichia coli / Shigella;100.0%	66	9059	4	ESC_ZA5203AA_AS	107796	96831	96831	96831	96831	96831	96831	96831	96831	4557	86	86	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	1493	Escherichia coli
ESC_MA8235AA	INT007487	ERR3328947;ILLUMINA;Paired;350;ERX3353662;SRA	Poultry	Poultry	duck meat	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611165	ERS3415355	2019-05-30	2019-05-20	ESC_MA8235AA	O45	H36	10	ST10 Cplx	A	ND	Assembled	100	150179	4824511	Escherichia coli / Shigella;96.48%	104	27719	4	ESC_ZA5202AA_AS	107797	96832	96832	96832	96832	96832	96832	24701	24701	24701	4981	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	1952	Escherichia coli
ESC_MA8236AA	INT007479	ERR3328946;ILLUMINA;Paired;350;ERX3353661;SRA	Livestock	Swine	pig	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611164	ERS3415354	2019-05-30	2019-05-20	ESC_MA8236AA	O117	H10	10	ST10 Cplx	A	ND	Assembled	86	126588	4933878	Escherichia coli / Shigella;100.0%	148	18740	4	ESC_ZA5201AA_AS	107798	96833	96833	96833	96833	96833	96833	96833	96833	9079	1625	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	14890	Escherichia coli
ESC_MA8237AA	INT007472	ERR3328945;ILLUMINA;Paired;350;ERX3353660;SRA	Environment	Soil/Dust	surface	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611163	ERS3415353	2019-05-30	2019-05-20	ESC_MA8237AA	O8	H51	155	ST155 Cplx	B1	ND	Assembled	181	133517	4927562	Escherichia coli / Shigella;94.18%	203	31024	4	ESC_ZA5200AA_AS	107799	96834	96834	96834	96834	96834	96834	96834	96834	96519	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8238AA	INT007465	ERR3328944;ILLUMINA;Paired;350;ERX3353659;SRA	Human	Human	human	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611162	ERS3415352	2019-05-30	2019-05-20	ESC_MA8238AA	O9	H7	9600	ND	ND	ND	Assembled	73	141641	4721778	Escherichia coli / Shigella;85.54%	119	26423	4	ESC_ZA5199AA_AS	107800	96835	96835	96835	96835	96835	96835	96835	96835	96835	96835	28397	4359	2	1	A	A	fimH39	-	-	-	-	-	-	-	-	137947	Escherichia/Shigella sp.
ESC_MA8239AA	INT007457	ERR3328943;ILLUMINA;Paired;350;ERX3353658;SRA	Human	Human	human	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611161	ERS3415351	2019-05-30	2019-05-20	ESC_MA8239AA	-	H21	58	ST155 Cplx	AxB1	ND	Assembled	67	172967	4650319	Escherichia coli / Shigella;98.46%	91	13277	4	ESC_ZA5198AA_AS	109661	96836	96836	96836	96836	96836	96836	96836	96836	96836	106	106	5	2	1	B1	B1	fimH41	-	-	-	-	-	-	-	-	144215	Escherichia coli
ESC_MA8240AA	INT007450	ERR3328942;ILLUMINA;Paired;350;ERX3353657;SRA	Human	Human	human	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611160	ERS3415350	2019-05-30	2019-05-20	ESC_MA8240AA	O103	H2	17	ST20 Cplx	B1	ND	Assembled	103	119798	5391172	Escherichia coli / Shigella;100.0%	334	65268	4	ESC_ZA5197AA_AS	107801	96837	96837	96837	96837	96837	96837	7885	7885	3675	3	3	3	2	1	B1	B1	fimH25	E. coli - EPEC	-	-	-	-	-	-	+	2171	Escherichia coli
ESC_MA8241AA	INT007446	ERR3328941;ILLUMINA;Paired;350;ERX3353656;SRA	Environment	Environment	household environment	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611159	ERS3415349	2019-05-30	2019-05-20	ESC_MA8241AA	O2	H6	141	ND	B2	ND	Assembled	119	361173	5050595	Escherichia coli / Shigella;100.0%	89	32421	4	ESC_ZA5196AA_AS	107802	96838	96838	96838	96838	96838	96838	4290	4290	142	56	56	56	1	1	B2	B2	fimH14	-	-	-	-	-	-	-	-	1520	Escherichia coli
ESC_MA8242AA	INT007440	ERR3328940;ILLUMINA;Paired;350;ERX3353655;SRA	Environment	Environment	pens	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611158	ERS3415348	2019-05-30	2019-05-20	ESC_MA8242AA	-	H30	710	ND	A	ND	Assembled	101	149818	4753963	Escherichia coli / Shigella;90.48%	126	53276	4	ESC_ZA5195AA_AS	107803	96839	96839	96839	96839	96839	96839	96839	96839	76221	26075	1427	5	2	1	A	A	*	-	-	-	-	-	-	-	-	72000	Escherichia coli
ESC_MA8243AA	INT007433	ERR3328939;ILLUMINA;Paired;350;ERX3353654;SRA	Environment	Environment	pens	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611157	ERS3415347	2019-05-30	2019-05-20	ESC_MA8243AA	-	H19	3856	ND	A	ND	Assembled	78	139693	4775654	Escherichia coli / Shigella;84.92%	112	26912	4	ESC_ZA5194AA_AS	107817	96857	96857	96857	96857	96857	96857	96857	96857	96857	95966	4429	5	2	1	A	A	fimH25	-	-	-	-	-	-	-	-	85232	Escherichia/Shigella sp.
ESC_MA8244AA	INT007429	ERR3328938;ILLUMINA;Paired;350;ERX3353653;SRA	Environment	Environment	pens	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611156	ERS3415346	2019-05-30	2019-05-20	ESC_MA8244AA	B18	H16	10	ST10 Cplx	A	ND	Assembled	120	142251	4873776	Escherichia coli / Shigella;95.36%	101	15548	4	ESC_ZA5193AA_AS	107818	96856	96856	96856	96856	96856	96856	96856	96856	96856	9073	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	2011	Escherichia coli
ESC_MA8245AA	INT007420	ERR3328937;ILLUMINA;Paired;350;ERX3353652;SRA	Food	Dairy	goat	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611155	ERS3415345	2019-05-30	2019-05-20	ESC_MA8245AA	O53	H45	8273	ND	ND	ND	Assembled	92	636365	4729486	Escherichia coli / Shigella;95.23%	34	6898	4	ESC_ZA5192AA_AS	107804	96840	96840	96840	96840	96840	96840	74658	74658	64683	64683	64683	64683	3308	1	B2	B2	*	-	-	-	-	-	-	-	-	86496	Escherichia/Shigella sp.
ESC_MA8246AA	INT007414	ERR3328936;ILLUMINA;Paired;350;ERX3353651;SRA	Poultry	Avian	ducks	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611154	ERS3415344	2019-05-30	2019-05-20	ESC_MA8246AA	-	H16	336	ST278 Cplx	ND	ND	Assembled	102	144534	4868196	Escherichia coli / Shigella;98.65%	105	23825	4	ESC_ZA5191AA_AS	107805	96841	96841	96841	96841	96841	96841	96841	96841	83158	83158	84	5	2	1	B1	B1	fimH31	E. coli - ETEC	-	-	-	-	+	-	-	146386	Escherichia coli
ESC_MA8247AA	INT007411	ERR3328935;ILLUMINA;Paired;350;ERX3353650;SRA	Livestock	Swine	pig	2016	5	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611153	ERS3415343	2019-05-30	2019-05-20	ESC_MA8247AA	O8	H25	2025	ST155 Cplx	ND	ND	Assembled	100	137441	4860364	Escherichia coli / Shigella;97.26%	100	14926	4	ESC_ZA5190AA_AS	107806	96842	96842	96842	96842	96842	5947	5947	1186	1186	106	106	5	2	1	B1	B1	fimH30	-	-	-	-	-	-	-	-	30808	Escherichia/Shigella sp.
